관측소명 : 부산
관측개시일 : 1956년01월01일
관측소주소 : 부산광역시 중구 남포동 1가
위도 : 북위 35도  5분 47초
경도 : 동경 129도  2분  7초
순번	관측시간		수온(℃)	염분(PSU)	
3940	2020/02/18 17:00	12.4	34.15	
3941	2020/02/18 16:00	12.26	34.16	
3942	2020/02/18 15:00	12.17	34.17	
3943	2020/02/18 14:00	12.1	34.23	
3944	2020/02/18 13:00	12.1	34.22	
3945	2020/02/18 12:00	12.1	34.13	
3946	2020/02/18 11:00	12.1	34.13	
3947	2020/02/18 10:00	12.1	34.13	
3948	2020/02/18 09:00	12.1	34.13	
3949	2020/02/18 08:00	12.1	34.13	
3950	2020/02/18 07:00	12.11	34.18	
3951	2020/02/18 06:00	12.11	34.21	
3952	2020/02/18 05:00	12.11	34.2	
3953	2020/02/18 04:00	12.09	34.13	
3954	2020/02/18 03:00	12.13	34.14	
3955	2020/02/18 02:00	12.35	34.14	
3956	2020/02/18 01:00	12.49	34.09	
3957	2020/02/18 00:00	12.5	34.15	
3958	2020/02/17 23:00	12.58	34.17	
3959	2020/02/17 22:00	12.61	34.23	
3960	2020/02/17 21:00	12.6	34.18	
3961	2020/02/17 20:00	12.64	34.18	
3962	2020/02/17 19:00	12.7	34.16	
3963	2020/02/17 18:00	12.71	34.16	
3964	2020/02/17 17:00	12.78	34.09	
3965	2020/02/17 16:00	12.75	34.11	
3966	2020/02/17 15:00	12.7	34.16	
3967	2020/02/17 14:00	12.7	34.16	
3968	2020/02/17 13:00	12.7	34.16	
3969	2020/02/17 12:00	12.74	34.13	
3970	2020/02/17 11:00	12.8	34.07	
3971	2020/02/17 10:00	12.8	34.07	
3972	2020/02/17 09:00	12.8	34.08	
3973	2020/02/17 08:00	12.89	33.99	
3974	2020/02/17 07:00	12.9	33.98	
3975	2020/02/17 06:00	12.9	34.06	
3976	2020/02/17 05:00	12.98	34.01	
3977	2020/02/17 04:00	13	34.01	
3978	2020/02/17 03:00	13	34.04	
3979	2020/02/17 02:00	12.95	33.99	
3980	2020/02/17 01:00	13.02	34.09	
3981	2020/02/17 00:00	13.15	34.05	
3982	2020/02/16 23:00	13.2	34.04	
3983	2020/02/16 22:00	13.2	34.09	
3984	2020/02/16 21:00	13.27	34.03	
3985	2020/02/16 20:00	13.35	34.06	
3986	2020/02/16 19:00	13.4	34.1	
3987	2020/02/16 18:00	13.4	34.1	
3988	2020/02/16 17:00	13.4	34.1	
3989	2020/02/16 16:00	13.4	34.1	
3990	2020/02/16 15:00	13.4	34.09	
3991	2020/02/16 14:00	13.4	34.04	
3992	2020/02/16 13:00	13.4	34.01	
3993	2020/02/16 12:00	13.39	34.02	
3994	2020/02/16 11:00	13.4	34.01	
3995	2020/02/16 10:00	13.4	34.06	
3996	2020/02/16 09:00	13.4	34.1	
3997	2020/02/16 08:00	13.4	34.1	
3998	2020/02/16 07:00	13.4	34.1	
3999	2020/02/16 06:00	13.4	34.07	
4000	2020/02/16 05:00	13.4	34.01	
4001	2020/02/16 04:00	13.32	34.03	
4002	2020/02/16 03:00	13.3	33.93	
4003	2020/02/16 02:00	13.3	33.91	
4004	2020/02/16 01:00	13.25	33.96	
4005	2020/02/16 00:00	13.2	34	
4006	2020/02/15 23:00	13.2	34	
4007	2020/02/15 22:00	13.2	34	
4008	2020/02/15 21:00	13.3	33.98	
4009	2020/02/15 20:00	13.38	34.08	
4010	2020/02/15 19:00	13.5	34.11	
4011	2020/02/15 18:00	13.5	34.11	
4012	2020/02/15 17:00	13.5	34.11	
4013	2020/02/15 16:00	13.5	34.11	
4014	2020/02/15 15:00	13.43	34.1	
4015	2020/02/15 14:00	13.28	33.99	
4016	2020/02/15 13:00	13.17	33.93	
4017	2020/02/15 12:00	13.05	33.92	
4018	2020/02/15 11:00	13	33.89	
4019	2020/02/15 10:00	12.92	33.95	
4020	2020/02/15 09:00	12.95	33.94	
4021	2020/02/15 08:00	13.06	33.96	
4022	2020/02/15 07:00	13.25	34.03	
4023	2020/02/15 06:00	13.29	34.01	
4024	2020/02/15 05:00	13.2	34.09	
4025	2020/02/15 04:00	13.2	34.09	
4026	2020/02/15 03:00	13.2	34.08	
4027	2020/02/15 02:00	13.2	34	
4028	2020/02/15 01:00	13.2	34	
4029	2020/02/15 00:00	13.16	34.02	
4030	2020/02/14 23:00	13.1	33.99	
4031	2020/02/14 22:00	13.1	34.06	
4032	2020/02/14 21:00	13.2	34	
4033	2020/02/14 20:00	13.2	34	
4034	2020/02/14 19:00	13.22	34.11	
4035	2020/02/14 18:00	13.38	34.17	
4036	2020/02/14 17:00	13.41	34.2	
4037	2020/02/14 16:00	13.4	34.2	
4038	2020/02/14 15:00	13.4	34.2	
4039	2020/02/14 14:00	13.37	34.16	
4040	2020/02/14 13:00	13.07	33.99	
4041	2020/02/14 12:00	12.9	33.94	
4042	2020/02/14 11:00	12.83	33.84	
4043	2020/02/14 10:00	12.7	33.88	
4044	2020/02/14 09:00	12.7	33.88	
4045	2020/02/14 08:00	12.72	33.97	
4046	2020/02/14 07:00	12.92	34.1	
4047	2020/02/14 06:00	13.06	34.19	
4048	2020/02/14 05:00	13.2	34.27	
4049	2020/02/14 04:00	13.2	34.28	
4050	2020/02/14 03:00	13.2	34.27	
4051	2020/02/14 02:00	13.19	34.21	
4052	2020/02/14 01:00	13.04	34.11	
4053	2020/02/14 00:00	12.92	34.15	
4054	2020/02/13 23:00	12.9	34.16	
4055	2020/02/13 22:00	12.9	34.11	
4056	2020/02/13 21:00	12.9	34.16	
4057	2020/02/13 20:00	12.9	34.16	
4058	2020/02/13 19:00	12.9	34.08	
4059	2020/02/13 18:00	12.96	34.11	
4060	2020/02/13 17:00	13.33	34.18	
4061	2020/02/13 16:00	13.4	34.2	
4062	2020/02/13 15:00	13.3	34.19	
4063	2020/02/13 14:00	13.23	34.25	
4064	2020/02/13 13:00	13.15	34.2	
4065	2020/02/13 12:00	12.78	34.01	
4066	2020/02/13 11:00	12.66	34.02	
4067	2020/02/13 10:00	12.52	34.06	
4068	2020/02/13 09:00	12.54	34.06	
4069	2020/02/13 08:00	12.68	34.04	
4070	2020/02/13 07:00	12.75	34.08	
4071	2020/02/13 06:00	12.88	34.01	
4072	2020/02/13 05:00	12.96	34.06	
4073	2020/02/13 04:00	13.09	34.1	
4074	2020/02/13 03:00	13.1	34.09	
4075	2020/02/13 02:00	13.1	34.09	
4076	2020/02/13 01:00	13.08	34.09	
4077	2020/02/13 00:00	12.87	33.87	
4078	2020/02/12 23:00	12.74	33.71	
4079	2020/02/12 22:00	12.64	33.74	
4080	2020/02/12 21:00	12.61	34.01	
4081	2020/02/12 20:00	12.8	33.85	
4082	2020/02/12 19:00	12.8	33.88	
4083	2020/02/12 18:00	12.89	33.79	
4084	2020/02/12 17:00	12.95	33.63	
4085	2020/02/12 16:00	13.19	33.92	
4086	2020/02/12 15:00	13.2	33.95	
4087	2020/02/12 14:00	13.16	34.04	
4088	2020/02/12 13:00	13.1	34.09	
4089	2020/02/12 12:00	12.98	34.17	
4090	2020/02/12 11:00	12.72	34.07	
4091	2020/02/12 10:00	12.59	34.2	
4092	2020/02/12 09:00	12.5	34.21	
4093	2020/02/12 08:00	12.65	34.2	
4094	2020/02/12 07:00	12.7	34.26	
4095	2020/02/12 06:00	12.71	34.25	
4096	2020/02/12 05:00	12.86	34.23	
4097	2020/02/12 04:00	13.09	34.32	
4098	2020/02/12 03:00	13.2	34.28	
4099	2020/02/12 02:00	13.2	34.28	
4100	2020/02/12 01:00	13.13	34.34	
4101	2020/02/12 00:00	13.07	34.34	
4102	2020/02/11 23:00	12.75	34.21	
4103	2020/02/11 22:00	12.6	34.22	
4104	2020/02/11 21:00	12.53	34.32	
4105	2020/02/11 20:00	12.58	34.27	
4106	2020/02/11 19:00	12.62	34.24	
4107	2020/02/11 18:00	12.7	34.17	
4108	2020/02/11 17:00	12.78	34.22	
4109	2020/02/11 16:00	12.96	34.25	
4110	2020/02/11 15:00	13	34.27	
4111	2020/02/11 14:00	12.9	34.27	
4112	2020/02/11 13:00	12.9	34.27	
4113	2020/02/11 12:00	12.79	34.27	
4114	2020/02/11 11:00	12.6	34.21	
4115	2020/02/11 10:00	12.3	34.22	
4116	2020/02/11 09:00	12.21	34.23	
4117	2020/02/11 08:00	12.13	34.24	
4118	2020/02/11 07:00	12.3	34.24	
4119	2020/02/11 06:00	12.42	34.19	
4120	2020/02/11 05:00	12.54	34.26	
4121	2020/02/11 04:00	12.69	34.22	
4122	2020/02/11 03:00	12.82	34.23	
4123	2020/02/11 02:00	12.9	34.27	
4124	2020/02/11 01:00	12.9	34.27	
4125	2020/02/11 00:00	12.9	34.25	
4126	2020/02/10 23:00	12.71	34.19	
4127	2020/02/10 22:00	12.42	34.14	
4128	2020/02/10 21:00	12.4	34.17	
4129	2020/02/10 20:00	12.4	34.22	
4130	2020/02/10 19:00	12.47	34.24	
4131	2020/02/10 18:00	12.5	34.26	
4132	2020/02/10 17:00	12.61	34.24	
4133	2020/02/10 16:00	12.75	34.24	
4134	2020/02/10 15:00	12.9	34.27	
4135	2020/02/10 14:00	12.81	34.27	
4136	2020/02/10 13:00	12.7	34.28	
4137	2020/02/10 12:00	12.7	34.26	
4138	2020/02/10 11:00	12.61	34.24	
4139	2020/02/10 10:00	12.4	34.23	
4140	2020/02/10 09:00	12.14	34.2	
4141	2020/02/10 08:00	12.1	34.23	
4142	2020/02/10 07:00	12.1	34.23	
4143	2020/02/10 06:00	12.16	34.2	
4144	2020/02/10 05:00	12.24	34.2	
4145	2020/02/10 04:00	12.32	34.22	
4146	2020/02/10 03:00	12.52	34.22	
4147	2020/02/10 02:00	12.68	34.2	
4148	2020/02/10 01:00	12.7	34.25	
4149	2020/02/10 00:00	12.7	34.17	
4150	2020/02/09 23:00	12.68	34.18	
4151	2020/02/09 22:00	12.49	34.17	
4152	2020/02/09 21:00	12.4	34.15	
4153	2020/02/09 20:00	12.39	34.16	
4154	2020/02/09 19:00	12.34	34.2	
4155	2020/02/09 18:00	12.4	34.16	
4156	2020/02/09 17:00	12.48	34.17	
4157	2020/02/09 16:00	12.59	34.2	
4158	2020/02/09 15:00	12.82	34.24	
4159	2020/02/09 14:00	12.88	34.27	
4160	2020/02/09 13:00	12.79	34.27	
4161	2020/02/09 12:00	12.7	34.29	
4162	2020/02/09 11:00	12.7	34.24	
4163	2020/02/09 10:00	12.56	34.24	
4164	2020/02/09 09:00	12.21	34.21	
4165	2020/02/09 08:00	12.07	34.23	
4166	2020/02/09 07:00	12	34.2	
4167	2020/02/09 06:00	12.08	34.23	
4168	2020/02/09 05:00	12.15	34.21	
4169	2020/02/09 04:00	12.27	34.2	
4170	2020/02/09 03:00	12.37	34.19	
4171	2020/02/09 02:00	12.51	34.19	
4172	2020/02/09 01:00	12.6	34.24	
4173	2020/02/09 00:00	12.6	34.25	
4174	2020/02/08 23:00	12.6	34.25	
4175	2020/02/08 22:00	12.56	34.22	
4176	2020/02/08 21:00	12.5	34.13	
4177	2020/02/08 20:00	12.45	34.18	
4178	2020/02/08 19:00	12.4	34.16	
4179	2020/02/08 18:00	12.4	34.15	
4180	2020/02/08 17:00	12.4	34.15	
4181	2020/02/08 16:00	12.51	34.17	
4182	2020/02/08 15:00	12.68	34.21	
4183	2020/02/08 14:00	12.83	34.25	
4184	2020/02/08 13:00	12.82	34.28	
4185	2020/02/08 12:00	12.74	34.27	
4186	2020/02/08 11:00	12.7	34.21	
4187	2020/02/08 10:00	12.65	34.2	
4188	2020/02/08 09:00	12.42	34.22	
4189	2020/02/08 08:00	12.13	34.21	
4190	2020/02/08 07:00	12.14	34.19	
4191	2020/02/08 06:00	12.07	34.22	
4192	2020/02/08 05:00	12.12	34.21	
4193	2020/02/08 04:00	12.2	34.16	
4194	2020/02/08 03:00	12.3	34.18	
4195	2020/02/08 02:00	12.44	34.13	
4196	2020/02/08 01:00	12.54	34.16	
4197	2020/02/08 00:00	12.6	34.16	
4198	2020/02/07 23:00	12.57	34.17	
4199	2020/02/07 22:00	12.5	34.09	
4200	2020/02/07 21:00	12.4	34.15	
4201	2020/02/07 20:00	12.44	34.11	
4202	2020/02/07 19:00	12.4	34.15	
4203	2020/02/07 18:00	12.33	34.21	
4204	2020/02/07 17:00	12.3	34.24	
4205	2020/02/07 16:00	12.31	34.23	
4206	2020/02/07 15:00	12.46	34.16	
4207	2020/02/07 14:00	12.74	34.23	
4208	2020/02/07 13:00	12.9	34.27	
4209	2020/02/07 12:00	12.82	34.31	
4210	2020/02/07 11:00	12.71	34.26	
4211	2020/02/07 10:00	12.62	34.23	
4212	2020/02/07 09:00	12.57	34.25	
4213	2020/02/07 08:00	12.33	34.16	
4214	2020/02/07 07:00	12.3	34.18	
4215	2020/02/07 06:00	12.16	34.19	
4216	2020/02/07 05:00	12.12	34.21	
4217	2020/02/07 04:00	12.18	34.16	
4218	2020/02/07 03:00	12.21	34.16	
4219	2020/02/07 02:00	12.3	34.14	
4220	2020/02/07 01:00	12.38	34.19	
4221	2020/02/07 00:00	12.57	34.23	
4222	2020/02/06 23:00	12.57	34.22	
4223	2020/02/06 22:00	12.5	34.19	
4224	2020/02/06 21:00	12.38	34.18	
4225	2020/02/06 20:00	12.32	34.23	
4226	2020/02/06 19:00	12.39	34.16	
4227	2020/02/06 18:00	12.3	34.15	
4228	2020/02/06 17:00	12.3	34.14	
4229	2020/02/06 16:00	12.3	34.14	
4230	2020/02/06 15:00	12.3	34.16	
4231	2020/02/06 14:00	12.3	34.23	
4232	2020/02/06 13:00	12.3	34.22	
4233	2020/02/06 12:00	12.3	34.14	
4234	2020/02/06 11:00	12.22	34.14	
4235	2020/02/06 10:00	12.16	34.18	
4236	2020/02/06 09:00	12.1	34.23	
4237	2020/02/06 08:00	12.2	34.14	
4238	2020/02/06 07:00	12.21	34.13	
4239	2020/02/06 06:00	12.2	34.14	
4240	2020/02/06 05:00	12.23	34.15	
4241	2020/02/06 04:00	12.3	34.17	
4242	2020/02/06 03:00	12.35	34.2	
4243	2020/02/06 02:00	12.4	34.15	
4244	2020/02/06 01:00	12.47	34.13	
4245	2020/02/06 00:00	12.55	34.17	
4246	2020/02/05 23:00	12.6	34.24	
4247	2020/02/05 22:00	12.68	34.18	
4248	2020/02/05 21:00	12.7	34.16	
4249	2020/02/05 20:00	12.7	34.16	
4250	2020/02/05 19:00	12.7	34.16	
4251	2020/02/05 18:00	12.7	34.16	
4252	2020/02/05 17:00	12.63	34.16	
4253	2020/02/05 16:00	12.6	34.16	
4254	2020/02/05 15:00	12.6	34.16	
4255	2020/02/05 14:00	12.6	34.16	
4256	2020/02/05 13:00	12.68	34.09	
4257	2020/02/05 12:00	12.7	34.07	
4258	2020/02/05 11:00	12.68	34.09	
4259	2020/02/05 10:00	12.6	34.1	
4260	2020/02/05 09:00	12.6	34.06	
4261	2020/02/05 08:00	12.56	34.08	
4262	2020/02/05 07:00	12.5	34.07	
4263	2020/02/05 06:00	12.5	34.06	
4264	2020/02/05 05:00	12.5	34.06	
4265	2020/02/05 04:00	12.58	34.06	
4266	2020/02/05 03:00	12.65	34.04	
4267	2020/02/05 02:00	12.7	34.07	
4268	2020/02/05 01:00	12.7	34.09	
4269	2020/02/05 00:00	12.8	34.07	
4270	2020/02/04 23:00	12.88	34	
4271	2020/02/04 22:00	12.9	33.98	
4272	2020/02/04 21:00	12.9	34.05	
4273	2020/02/04 20:00	12.9	34.08	
4274	2020/02/04 19:00	12.9	34.08	
4275	2020/02/04 18:00	12.9	34.08	
4276	2020/02/04 17:00	12.9	34.02	
4277	2020/02/04 16:00	12.88	34	
4278	2020/02/04 15:00	12.8	34.07	
4279	2020/02/04 14:00	12.8	34.07	
4280	2020/02/04 13:00	12.8	34.03	
4281	2020/02/04 12:00	12.79	33.99	
4282	2020/02/04 11:00	12.7	34	
4283	2020/02/04 10:00	12.7	33.95	
4284	2020/02/04 09:00	12.7	33.98	
4285	2020/02/04 08:00	12.7	34.02	
4286	2020/02/04 07:00	12.7	33.97	
4287	2020/02/04 06:00	12.7	33.99	
4288	2020/02/04 05:00	12.7	34.07	
4289	2020/02/04 04:00	12.72	34.05	
4290	2020/02/04 03:00	12.83	34.03	
4291	2020/02/04 02:00	12.9	33.98	
4292	2020/02/04 01:00	12.98	34	
4293	2020/02/04 00:00	13	34.04	
4294	2020/02/03 23:00	13.06	34.03	
4295	2020/02/03 22:00	13.1	34.08	
4296	2020/02/03 21:00	13.16	34.03	
4297	2020/02/03 20:00	13.1	34.07	
4298	2020/02/03 19:00	13.03	34.06	
4299	2020/02/03 18:00	12.98	34.02	
4300	2020/02/03 17:00	12.9	34.02	
4301	2020/02/03 16:00	12.9	33.98	
4302	2020/02/03 15:00	12.84	34.03	
4303	2020/02/03 14:00	12.75	34.06	
4304	2020/02/03 13:00	12.7	34.06	
4305	2020/02/03 12:00	12.7	34	
4306	2020/02/03 11:00	12.7	33.98	
4307	2020/02/03 10:00	12.7	33.97	
4308	2020/02/03 09:00	12.7	33.95	
4309	2020/02/03 08:00	12.7	33.88	
4310	2020/02/03 07:00	12.7	33.88	
4311	2020/02/03 06:00	12.7	33.88	
4312	2020/02/03 05:00	12.7	33.88	
4313	2020/02/03 04:00	12.7	33.88	
4314	2020/02/03 03:00	12.69	33.89	
4315	2020/02/03 02:00	12.69	33.89	
4316	2020/02/03 01:00	12.7	33.9	
4317	2020/02/03 00:00	12.7	33.97	
4318	2020/02/02 23:00	12.7	33.97	
4319	2020/02/02 22:00	12.74	33.96	
4320	2020/02/02 21:00	12.8	33.98	
4321	2020/02/02 20:00	12.8	33.98	
4322	2020/02/02 19:00	12.8	33.98	
4323	2020/02/02 18:00	12.8	33.98	
4324	2020/02/02 17:00	12.8	33.98	
4325	2020/02/02 16:00	12.8	33.98	
4326	2020/02/02 15:00	12.79	33.94	
4327	2020/02/02 14:00	12.75	33.92	
4328	2020/02/02 13:00	12.7	33.97	
4329	2020/02/02 12:00	12.7	33.93	
4330	2020/02/02 11:00	12.7	33.88	
4331	2020/02/02 10:00	12.7	33.88	
4332	2020/02/02 09:00	12.7	33.88	
4333	2020/02/02 08:00	12.7	33.88	
4334	2020/02/02 07:00	12.7	33.88	
4335	2020/02/02 06:00	12.7	33.92	
4336	2020/02/02 05:00	12.7	33.97	
4337	2020/02/02 04:00	12.7	33.97	
4338	2020/02/02 03:00	12.7	33.97	
4339	2020/02/02 02:00	12.7	33.93	
4340	2020/02/02 01:00	12.7	33.88	
4341	2020/02/02 00:00	12.7	33.88	
4342	2020/02/01 23:00	12.71	33.94	
4343	2020/02/01 22:00	12.81	33.94	
4344	2020/02/01 21:00	12.9	33.98	
4345	2020/02/01 20:00	12.95	33.94	
4346	2020/02/01 19:00	13	33.94	
4347	2020/02/01 18:00	13	33.99	
4348	2020/02/01 17:00	13	33.99	
4349	2020/02/01 16:00	13	33.91	
4350	2020/02/01 15:00	12.95	33.93	
4351	2020/02/01 14:00	12.9	33.93	
4352	2020/02/01 13:00	12.9	33.89	
4353	2020/02/01 12:00	12.83	33.91	
4354	2020/02/01 11:00	12.77	33.88	
4355	2020/02/01 10:00	12.7	33.88	
4356	2020/02/01 09:00	12.7	33.88	
4357	2020/02/01 08:00	12.75	33.91	
4358	2020/02/01 07:00	12.87	33.92	
4359	2020/02/01 06:00	12.9	33.96	
4360	2020/02/01 05:00	12.9	33.98	
4361	2020/02/01 04:00	12.9	33.98	
4362	2020/02/01 03:00	12.9	33.98	
4363	2020/02/01 02:00	12.9	33.98	
4364	2020/02/01 01:00	12.99	33.9	
4365	2020/02/01 00:00	12.91	33.97	
4366	2020/01/31 23:00	12.9	33.94	
4367	2020/01/31 22:00	12.9	33.98	
4368	2020/01/31 21:00	12.9	33.98	
4369	2020/01/31 20:00	12.95	33.95	
4370	2020/01/31 19:00	13.13	34.03	
4371	2020/01/31 18:00	13.27	34.1	
4372	2020/01/31 17:00	13.3	34.1	
4373	2020/01/31 16:00	13.25	34.11	
4374	2020/01/31 15:00	13.2	34.09	
4375	2020/01/31 14:00	13.19	34.04	
4376	2020/01/31 13:00	12.97	33.93	
4377	2020/01/31 12:00	12.9	33.89	
4378	2020/01/31 11:00	12.86	33.85	
4379	2020/01/31 10:00	12.77	33.86	
4380	2020/01/31 09:00	12.7	33.88	
4381	2020/01/31 08:00	12.79	33.82	
4382	2020/01/31 07:00	12.87	33.87	
4383	2020/01/31 06:00	13	33.96	
4384	2020/01/31 05:00	13.1	33.99	
4385	2020/01/31 04:00	13.1	33.99	
4386	2020/01/31 03:00	13.1	33.99	
4387	2020/01/31 02:00	13.06	33.95	
4388	2020/01/31 01:00	13	33.89	
4389	2020/01/31 00:00	13	33.89	
4390	2020/01/30 23:00	12.94	33.92	
4391	2020/01/30 22:00	12.84	33.8	
4392	2020/01/30 21:00	12.91	33.86	
4393	2020/01/30 20:00	13	33.89	
4394	2020/01/30 19:00	13.13	33.94	
4395	2020/01/30 18:00	13.42	34.1	
4396	2020/01/30 17:00	13.49	34.12	
4397	2020/01/30 16:00	13.5	34.11	
4398	2020/01/30 15:00	13.5	34.11	
4399	2020/01/30 14:00	13.49	34.11	
4400	2020/01/30 13:00	13.34	34	
4401	2020/01/30 12:00	13.11	33.8	
4402	2020/01/30 11:00	13.06	33.83	
4403	2020/01/30 10:00	12.95	33.79	
4404	2020/01/30 09:00	12.85	33.78	
4405	2020/01/30 08:00	12.98	33.8	
4406	2020/01/30 07:00	13.04	33.86	
4407	2020/01/30 06:00	13.16	33.85	
4408	2020/01/30 05:00	13.37	33.91	
4409	2020/01/30 04:00	13.4	33.91	
4410	2020/01/30 03:00	13.4	33.91	
4411	2020/01/30 02:00	13.4	33.91	
4412	2020/01/30 01:00	13.3	33.87	
4413	2020/01/30 00:00	13.2	33.75	
4414	2020/01/29 23:00	13.17	33.8	
4415	2020/01/29 22:00	13.1	33.8	
4416	2020/01/29 21:00	13.04	33.81	
4417	2020/01/29 20:00	13	33.8	
4418	2020/01/29 19:00	13.12	33.8	
4419	2020/01/29 18:00	13.44	33.96	
4420	2020/01/29 17:00	13.69	34.03	
4421	2020/01/29 16:00	13.7	34.02	
4422	2020/01/29 15:00	13.7	34.02	
4423	2020/01/29 14:00	13.69	34.03	
4424	2020/01/29 13:00	13.54	34.02	
4425	2020/01/29 12:00	13.02	33.65	
4426	2020/01/29 11:00	12.78	33.55	
4427	2020/01/29 10:00	12.71	33.59	
4428	2020/01/29 09:00	12.63	33.51	
4429	2020/01/29 08:00	12.8	33.51	
4430	2020/01/29 07:00	12.93	33.49	
4431	2020/01/29 06:00	13.06	33.51	
4432	2020/01/29 05:00	13.22	33.46	
4433	2020/01/29 04:00	13.3	33.49	
4434	2020/01/29 03:00	13.26	33.49	
4435	2020/01/29 02:00	13.16	33.47	
4436	2020/01/29 01:00	13.04	33.53	
4437	2020/01/29 00:00	12.87	33.38	
4438	2020/01/28 23:00	12.75	33.29	
4439	2020/01/28 22:00	12.64	33.22	
4440	2020/01/28 21:00	12.54	33.14	
4441	2020/01/28 20:00	12.6	33.2	
4442	2020/01/28 19:00	12.66	33.16	
4443	2020/01/28 18:00	12.92	33.31	
4444	2020/01/28 17:00	13.41	33.76	
4445	2020/01/28 16:00	13.59	33.84	
4446	2020/01/28 15:00	13.52	33.9	
4447	2020/01/28 14:00	13.5	33.87	
4448	2020/01/28 13:00	13.48	33.83	
4449	2020/01/28 12:00	13.25	33.76	
4450	2020/01/28 11:00	12.41	33.29	
4451	2020/01/28 10:00	12.25	33.12	
4452	2020/01/28 09:00	11.83	32.37	
4453	2020/01/28 08:00	11.77	32.46	
4454	2020/01/28 07:00	11.98	32.98	
4455	2020/01/28 06:00	12.3	33.18	
4456	2020/01/28 05:00	12.87	33.5	
4457	2020/01/28 04:00	13.03	33.5	
4458	2020/01/28 03:00	13.2	33.72	
4459	2020/01/28 02:00	13.2	33.66	
4460	2020/01/28 01:00	13.2	33.62	
4461	2020/01/28 00:00	13.13	33.59	
4462	2020/01/27 23:00	12.78	33.38	
4463	2020/01/27 22:00	12.64	33.33	
4464	2020/01/27 21:00	12.39	33.36	
4465	2020/01/27 20:00	12.29	33.54	
4466	2020/01/27 19:00	12.54	33.62	
4467	2020/01/27 18:00	12.78	33.72	
4468	2020/01/27 17:00	13.01	33.74	
4469	2020/01/27 16:00	13.35	33.83	
4470	2020/01/27 15:00	13.33	33.91	
4471	2020/01/27 14:00	13.2	34	
4472	2020/01/27 13:00	13.18	34	
4473	2020/01/27 12:00	13.05	34.01	
4474	2020/01/27 11:00	13	34.06	
4475	2020/01/27 10:00	12.88	34.16	
4476	2020/01/27 09:00	12.79	34.18	
4477	2020/01/27 08:00	12.86	34.2	
4478	2020/01/27 07:00	13.05	34.25	
4479	2020/01/27 06:00	13.27	34.28	
4480	2020/01/27 05:00	13.4	34.29	
4481	2020/01/27 04:00	13.44	34.26	
4482	2020/01/27 03:00	13.56	34.26	
4483	2020/01/27 02:00	13.6	34.29	
4484	2020/01/27 01:00	13.55	34.25	
4485	2020/01/27 00:00	13.45	34.24	
4486	2020/01/26 23:00	13.4	34.29	
4487	2020/01/26 22:00	13.4	34.29	
4488	2020/01/26 21:00	13.36	34.32	
4489	2020/01/26 20:00	13.38	34.31	
4490	2020/01/26 19:00	13.41	34.28	
4491	2020/01/26 18:00	13.55	34.31	
4492	2020/01/26 17:00	13.66	34.33	
4493	2020/01/26 16:00	13.84	34.35	
4494	2020/01/26 15:00	13.9	34.41	
4495	2020/01/26 14:00	13.86	34.36	
4496	2020/01/26 13:00	13.72	34.34	
4497	2020/01/26 12:00	13.64	34.35	
4498	2020/01/26 11:00	13.37	34.3	
4499	2020/01/26 10:00	12.93	34.23	
4500	2020/01/26 09:00	12.81	34.22	
4501	2020/01/26 08:00	12.79	34.23	
4502	2020/01/26 07:00	12.91	34.26	
4503	2020/01/26 06:00	13.02	34.23	
4504	2020/01/26 05:00	13.17	34.27	
4505	2020/01/26 04:00	13.35	34.24	
4506	2020/01/26 03:00	13.47	34.24	
4507	2020/01/26 02:00	13.56	34.21	
4508	2020/01/26 01:00	13.36	34.23	
4509	2020/01/26 00:00	13.18	34.23	
4510	2020/01/25 23:00	12.99	34.22	
4511	2020/01/25 22:00	12.86	34.2	
4512	2020/01/25 21:00	12.8	34.19	
4513	2020/01/25 20:00	12.8	34.17	
4514	2020/01/25 19:00	12.8	34.17	
4515	2020/01/25 18:00	12.8	34.17	
4516	2020/01/25 17:00	12.81	34.18	
4517	2020/01/25 16:00	12.93	34.22	
4518	2020/01/25 15:00	13	34.27	
4519	2020/01/25 14:00	12.98	34.2	
4520	2020/01/25 13:00	12.9	34.27	
4521	2020/01/25 12:00	12.9	34.2	
4522	2020/01/25 11:00	12.9	34.17	
4523	2020/01/25 10:00	12.75	34.15	
4524	2020/01/25 09:00	12.6	34.16	
4525	2020/01/25 08:00	12.54	34.19	
4526	2020/01/25 07:00	12.6	34.19	
4527	2020/01/25 06:00	12.7	34.16	
4528	2020/01/25 05:00	12.7	34.16	
4529	2020/01/25 04:00	12.79	34.1	
4530	2020/01/25 03:00	12.86	34.14	
4531	2020/01/25 02:00	12.9	34.17	
4532	2020/01/25 01:00	12.9	34.22	
4533	2020/01/25 00:00	12.9	34.17	
4534	2020/01/24 23:00	12.82	34.11	
4535	2020/01/24 22:00	12.8	34.07	
4536	2020/01/24 21:00	12.79	34.15	
4537	2020/01/24 20:00	12.72	34.22	
4538	2020/01/24 19:00	12.78	34.19	
4539	2020/01/24 18:00	12.8	34.17	
4540	2020/01/24 17:00	12.8	34.17	
4541	2020/01/24 16:00	12.83	34.16	
4542	2020/01/24 15:00	13.02	34.19	
4543	2020/01/24 14:00	13.03	34.23	
4544	2020/01/24 13:00	12.93	34.24	
4545	2020/01/24 12:00	12.87	34.2	
