관측소명 : 부산
관측개시일 : 1956년01월01일
관측소주소 : 부산광역시 중구 남포동 1가
위도 : 북위 35도  5분 47초
경도 : 동경 129도  2분  7초
순번	관측시간		수온(℃)	염분(PSU)	
4546	2020/01/24 11:00	12.74	34.22	
4547	2020/01/24 10:00	12.68	34.18	
4548	2020/01/24 09:00	12.46	34.13	
4549	2020/01/24 08:00	12.32	34.19	
4550	2020/01/24 07:00	12.3	34.14	
4551	2020/01/24 06:00	12.38	34.16	
4552	2020/01/24 05:00	12.49	34.09	
4553	2020/01/24 04:00	12.56	34.14	
4554	2020/01/24 03:00	12.67	34.15	
4555	2020/01/24 02:00	12.74	34.12	
4556	2020/01/24 01:00	12.8	34.07	
4557	2020/01/24 00:00	12.8	34.07	
4558	2020/01/23 23:00	12.73	34.13	
4559	2020/01/23 22:00	12.7	34.12	
4560	2020/01/23 21:00	12.61	34.15	
4561	2020/01/23 20:00	12.6	34.16	
4562	2020/01/23 19:00	12.55	34.21	
4563	2020/01/23 18:00	12.68	34.14	
4564	2020/01/23 17:00	12.7	34.16	
4565	2020/01/23 16:00	12.79	34.08	
4566	2020/01/23 15:00	12.86	34.08	
4567	2020/01/23 14:00	12.88	34.05	
4568	2020/01/23 13:00	12.8	34.07	
4569	2020/01/23 12:00	12.79	34.08	
4570	2020/01/23 11:00	12.7	34.16	
4571	2020/01/23 10:00	12.7	34.15	
4572	2020/01/23 09:00	12.51	34.08	
4573	2020/01/23 08:00	12.39	34.16	
4574	2020/01/23 07:00	12.26	34.17	
4575	2020/01/23 06:00	12.27	34.16	
4576	2020/01/23 05:00	12.4	34.15	
4577	2020/01/23 04:00	12.47	34.09	
4578	2020/01/23 03:00	12.5	34.15	
4579	2020/01/23 02:00	12.52	34.18	
4580	2020/01/23 01:00	12.65	34.18	
4581	2020/01/23 00:00	12.86	34.23	
4582	2020/01/22 23:00	12.79	34.27	
4583	2020/01/22 22:00	12.69	34.22	
4584	2020/01/22 21:00	12.6	34.25	
4585	2020/01/22 20:00	12.59	34.26	
4586	2020/01/22 19:00	12.5	34.32	
4587	2020/01/22 18:00	12.5	34.32	
4588	2020/01/22 17:00	12.53	34.32	
4589	2020/01/22 16:00	12.6	34.25	
4590	2020/01/22 15:00	12.7	34.26	
4591	2020/01/22 14:00	12.79	34.32	
4592	2020/01/22 13:00	12.8	34.3	
4593	2020/01/22 12:00	12.76	34.3	
4594	2020/01/22 11:00	12.7	34.26	
4595	2020/01/22 10:00	12.62	34.25	
4596	2020/01/22 09:00	12.46	34.27	
4597	2020/01/22 08:00	12.3	34.22	
4598	2020/01/22 07:00	12.19	34.24	
4599	2020/01/22 06:00	12.1	34.32	
4600	2020/01/22 05:00	12.18	34.29	
4601	2020/01/22 04:00	12.27	34.27	
4602	2020/01/22 03:00	12.34	34.26	
4603	2020/01/22 02:00	12.48	34.31	
4604	2020/01/22 01:00	12.62	34.25	
4605	2020/01/22 00:00	12.74	34.29	
4606	2020/01/21 23:00	12.77	34.29	
4607	2020/01/21 22:00	12.64	34.24	
4608	2020/01/21 21:00	12.47	34.27	
4609	2020/01/21 20:00	12.4	34.24	
4610	2020/01/21 19:00	12.4	34.24	
4611	2020/01/21 18:00	12.35	34.29	
4612	2020/01/21 17:00	12.3	34.32	
4613	2020/01/21 16:00	12.3	34.24	
4614	2020/01/21 15:00	12.33	34.22	
4615	2020/01/21 14:00	12.41	34.23	
4616	2020/01/21 13:00	12.5	34.23	
4617	2020/01/21 12:00	12.47	34.23	
4618	2020/01/21 11:00	12.38	34.21	
4619	2020/01/21 10:00	12.3	34.24	
4620	2020/01/21 09:00	12.29	34.25	
4621	2020/01/21 08:00	12.17	34.24	
4622	2020/01/21 07:00	12.1	34.24	
4623	2020/01/21 06:00	12.1	34.29	
4624	2020/01/21 05:00	12.1	34.26	
4625	2020/01/21 04:00	12.19	34.26	
4626	2020/01/21 03:00	12.27	34.27	
4627	2020/01/21 02:00	12.31	34.23	
4628	2020/01/21 01:00	12.43	34.23	
4629	2020/01/21 00:00	12.51	34.29	
4630	2020/01/20 23:00	12.65	34.21	
4631	2020/01/20 22:00	12.7	34.25	
4632	2020/01/20 21:00	12.69	34.21	
4633	2020/01/20 20:00	12.55	34.29	
4634	2020/01/20 19:00	12.5	34.25	
4635	2020/01/20 18:00	12.5	34.25	
4636	2020/01/20 17:00	12.5	34.23	
4637	2020/01/20 16:00	12.5	34.25	
4638	2020/01/20 15:00	12.5	34.27	
4639	2020/01/20 14:00	12.55	34.3	
4640	2020/01/20 13:00	12.66	34.22	
4641	2020/01/20 12:00	12.7	34.23	
4642	2020/01/20 11:00	12.62	34.23	
4643	2020/01/20 10:00	12.51	34.3	
4644	2020/01/20 09:00	12.5	34.26	
4645	2020/01/20 08:00	12.44	34.19	
4646	2020/01/20 07:00	12.32	34.22	
4647	2020/01/20 06:00	12.3	34.24	
4648	2020/01/20 05:00	12.27	34.26	
4649	2020/01/20 04:00	12.28	34.26	
4650	2020/01/20 03:00	12.3	34.24	
4651	2020/01/20 02:00	12.42	34.18	
4652	2020/01/20 01:00	12.5	34.21	
4653	2020/01/20 00:00	12.6	34.23	
4654	2020/01/19 23:00	12.7	34.17	
4655	2020/01/19 22:00	12.79	34.22	
4656	2020/01/19 21:00	12.9	34.17	
4657	2020/01/19 20:00	12.81	34.24	
4658	2020/01/19 19:00	12.78	34.19	
4659	2020/01/19 18:00	12.7	34.19	
4660	2020/01/19 17:00	12.7	34.16	
4661	2020/01/19 16:00	12.68	34.18	
4662	2020/01/19 15:00	12.6	34.25	
4663	2020/01/19 14:00	12.55	34.31	
4664	2020/01/19 13:00	12.5	34.35	
4665	2020/01/19 12:00	12.56	34.3	
4666	2020/01/19 11:00	12.62	34.23	
4667	2020/01/19 10:00	12.76	34.28	
4668	2020/01/19 09:00	12.8	34.26	
4669	2020/01/19 08:00	12.8	34.26	
4670	2020/01/19 07:00	12.75	34.23	
4671	2020/01/19 06:00	12.65	34.21	
4672	2020/01/19 05:00	12.53	34.24	
4673	2020/01/19 04:00	12.5	34.25	
4674	2020/01/19 03:00	12.5	34.25	
4675	2020/01/19 02:00	12.5	34.25	
4676	2020/01/19 01:00	12.57	34.26	
4677	2020/01/19 00:00	12.67	34.19	
4678	2020/01/18 23:00	12.7	34.18	
4679	2020/01/18 22:00	12.81	34.21	
4680	2020/01/18 21:00	12.94	34.24	
4681	2020/01/18 20:00	13	34.18	
4682	2020/01/18 19:00	12.94	34.24	
4683	2020/01/18 18:00	12.9	34.27	
4684	2020/01/18 17:00	12.89	34.19	
4685	2020/01/18 16:00	12.74	34.17	
4686	2020/01/18 15:00	12.68	34.18	
4687	2020/01/18 14:00	12.58	34.23	
4688	2020/01/18 13:00	12.5	34.24	
4689	2020/01/18 12:00	12.5	34.24	
4690	2020/01/18 11:00	12.55	34.24	
4691	2020/01/18 10:00	12.62	34.23	
4692	2020/01/18 09:00	12.84	34.23	
4693	2020/01/18 08:00	13	34.31	
4694	2020/01/18 07:00	12.99	34.25	
4695	2020/01/18 06:00	12.88	34.27	
4696	2020/01/18 05:00	12.74	34.19	
4697	2020/01/18 04:00	12.61	34.24	
4698	2020/01/18 03:00	12.6	34.23	
4699	2020/01/18 02:00	12.54	34.22	
4700	2020/01/18 01:00	12.6	34.22	
4701	2020/01/18 00:00	12.69	34.17	
4702	2020/01/17 23:00	12.77	34.17	
4703	2020/01/17 22:00	12.89	34.2	
4704	2020/01/17 21:00	12.98	34.2	
4705	2020/01/17 20:00	13.13	34.18	
4706	2020/01/17 19:00	13.2	34.19	
4707	2020/01/17 18:00	13.18	34.19	
4708	2020/01/17 17:00	13.1	34.18	
4709	2020/01/17 16:00	13	34.18	
4710	2020/01/17 15:00	12.94	34.23	
4711	2020/01/17 14:00	12.75	34.15	
4712	2020/01/17 13:00	12.64	34.21	
4713	2020/01/17 12:00	12.51	34.23	
4714	2020/01/17 11:00	12.5	34.22	
4715	2020/01/17 10:00	12.58	34.22	
4716	2020/01/17 09:00	12.69	34.19	
4717	2020/01/17 08:00	12.85	34.24	
4718	2020/01/17 07:00	13.04	34.25	
4719	2020/01/17 06:00	13.05	34.26	
4720	2020/01/17 05:00	12.94	34.24	
4721	2020/01/17 04:00	12.81	34.18	
4722	2020/01/17 03:00	12.66	34.19	
4723	2020/01/17 02:00	12.6	34.25	
4724	2020/01/17 01:00	12.6	34.25	
4725	2020/01/17 00:00	12.6	34.25	
4726	2020/01/16 23:00	12.66	34.19	
4727	2020/01/16 22:00	12.7	34.16	
4728	2020/01/16 21:00	12.7	34.19	
4729	2020/01/16 20:00	12.9	34.22	
4730	2020/01/16 19:00	13.17	34.27	
4731	2020/01/16 18:00	13.3	34.22	
4732	2020/01/16 17:00	13.24	34.26	
4733	2020/01/16 16:00	13.14	34.3	
4734	2020/01/16 15:00	13.04	34.27	
4735	2020/01/16 14:00	12.95	34.23	
4736	2020/01/16 13:00	12.58	34.13	
4737	2020/01/16 12:00	12.45	34.14	
4738	2020/01/16 11:00	12.31	34.23	
4739	2020/01/16 10:00	12.3	34.24	
4740	2020/01/16 09:00	12.35	34.21	
4741	2020/01/16 08:00	12.51	34.14	
4742	2020/01/16 07:00	12.66	34.18	
4743	2020/01/16 06:00	12.88	34.2	
4744	2020/01/16 05:00	13.13	34.23	
4745	2020/01/16 04:00	13.11	34.23	
4746	2020/01/16 03:00	12.96	34.2	
4747	2020/01/16 02:00	12.73	34.13	
4748	2020/01/16 01:00	12.7	34.08	
4749	2020/01/16 00:00	12.58	34.16	
4750	2020/01/15 23:00	12.58	34.16	
4751	2020/01/15 22:00	12.68	34.17	
4752	2020/01/15 21:00	12.71	34.15	
4753	2020/01/15 20:00	12.79	34.09	
4754	2020/01/15 19:00	12.85	34.11	
4755	2020/01/15 18:00	13.17	34.19	
4756	2020/01/15 17:00	13.4	34.2	
4757	2020/01/15 16:00	13.35	34.22	
4758	2020/01/15 15:00	13.27	34.22	
4759	2020/01/15 14:00	13.19	34.26	
4760	2020/01/15 13:00	13	34.17	
4761	2020/01/15 12:00	12.58	34.11	
4762	2020/01/15 11:00	12.5	34.1	
4763	2020/01/15 10:00	12.41	34.15	
4764	2020/01/15 09:00	12.44	34.11	
4765	2020/01/15 08:00	12.5	34.1	
4766	2020/01/15 07:00	12.61	34.12	
4767	2020/01/15 06:00	12.76	34.14	
4768	2020/01/15 05:00	12.99	34.18	
4769	2020/01/15 04:00	13.16	34.18	
4770	2020/01/15 03:00	13.17	34.16	
4771	2020/01/15 02:00	13.02	34.17	
4772	2020/01/15 01:00	12.84	34.09	
4773	2020/01/15 00:00	12.64	34.06	
4774	2020/01/14 23:00	12.6	34.07	
4775	2020/01/14 22:00	12.5	34.14	
4776	2020/01/14 21:00	12.51	34.14	
4777	2020/01/14 20:00	12.59	34.07	
4778	2020/01/14 19:00	12.62	34.1	
4779	2020/01/14 18:00	12.77	34.09	
4780	2020/01/14 17:00	13.12	34.13	
4781	2020/01/14 16:00	13.15	34.15	
4782	2020/01/14 15:00	13.08	34.14	
4783	2020/01/14 14:00	13	34.18	
4784	2020/01/14 13:00	12.97	34.18	
4785	2020/01/14 12:00	12.75	34.09	
4786	2020/01/14 11:00	12.48	34.08	
4787	2020/01/14 10:00	12.4	34.15	
4788	2020/01/14 09:00	12.4	34.14	
4789	2020/01/14 08:00	12.4	34.14	
4790	2020/01/14 07:00	12.47	34.08	
4791	2020/01/14 06:00	12.55	34.05	
4792	2020/01/14 05:00	12.72	34.09	
4793	2020/01/14 04:00	12.88	34.05	
4794	2020/01/14 03:00	12.93	34.08	
4795	2020/01/14 02:00	12.9	34.07	
4796	2020/01/14 01:00	12.76	34.05	
4797	2020/01/14 00:00	12.63	33.98	
4798	2020/01/13 23:00	12.6	34.06	
4799	2020/01/13 22:00	12.56	34.07	
4800	2020/01/13 21:00	12.5	34.08	
4801	2020/01/13 20:00	12.64	34.09	
4802	2020/01/13 19:00	12.7	34.12	
4803	2020/01/13 18:00	12.78	34.09	
4804	2020/01/13 17:00	12.91	34.08	
4805	2020/01/13 16:00	13	34.18	
4806	2020/01/13 15:00	13	34.18	
4807	2020/01/13 14:00	13	34.18	
4808	2020/01/13 13:00	13	34.18	
4809	2020/01/13 12:00	12.96	34.17	
4810	2020/01/13 11:00	12.75	34.1	
4811	2020/01/13 10:00	12.5	34.06	
4812	2020/01/13 09:00	12.5	34.04	
4813	2020/01/13 08:00	12.5	33.99	
4814	2020/01/13 07:00	12.5	34.06	
4815	2020/01/13 06:00	12.53	34.04	
4816	2020/01/13 05:00	12.6	33.97	
4817	2020/01/13 04:00	12.68	33.96	
4818	2020/01/13 03:00	12.75	34.01	
4819	2020/01/13 02:00	12.86	34.02	
4820	2020/01/13 01:00	12.9	33.98	
4821	2020/01/13 00:00	12.9	33.98	
4822	2020/01/12 23:00	12.75	33.97	
4823	2020/01/12 22:00	12.7	33.99	
4824	2020/01/12 21:00	12.7	33.98	
4825	2020/01/12 20:00	12.73	34.04	
4826	2020/01/12 19:00	12.8	33.98	
4827	2020/01/12 18:00	12.8	34.01	
4828	2020/01/12 17:00	12.87	34	
4829	2020/01/12 16:00	12.98	34.03	
4830	2020/01/12 15:00	13	34.08	
4831	2020/01/12 14:00	13	34.08	
4832	2020/01/12 13:00	13	34.08	
4833	2020/01/12 12:00	12.99	34.04	
4834	2020/01/12 11:00	12.9	34.05	
4835	2020/01/12 10:00	12.73	33.97	
4836	2020/01/12 09:00	12.7	34.02	
4837	2020/01/12 08:00	12.7	34.07	
4838	2020/01/12 07:00	12.7	34.04	
4839	2020/01/12 06:00	12.7	34.05	
4840	2020/01/12 05:00	12.75	34.02	
4841	2020/01/12 04:00	12.82	34.03	
4842	2020/01/12 03:00	12.9	34.01	
4843	2020/01/12 02:00	13	34.05	
4844	2020/01/12 01:00	13	34.09	
4845	2020/01/12 00:00	13	34.07	
4846	2020/01/11 23:00	12.97	33.98	
4847	2020/01/11 22:00	12.9	33.98	
4848	2020/01/11 21:00	12.9	33.98	
4849	2020/01/11 20:00	12.9	33.98	
4850	2020/01/11 19:00	12.9	33.98	
4851	2020/01/11 18:00	12.9	33.99	
4852	2020/01/11 17:00	13	33.99	
4853	2020/01/11 16:00	13.04	34.07	
4854	2020/01/11 15:00	13.18	34.06	
4855	2020/01/11 14:00	13.2	34.09	
4856	2020/01/11 13:00	13.2	34.02	
4857	2020/01/11 12:00	13.12	34.07	
4858	2020/01/11 11:00	13.08	34.11	
4859	2020/01/11 10:00	12.94	34.04	
4860	2020/01/11 09:00	12.79	33.96	
4861	2020/01/11 08:00	12.77	34.01	
4862	2020/01/11 07:00	12.8	33.99	
4863	2020/01/11 06:00	12.8	34.01	
4864	2020/01/11 05:00	12.81	34.06	
4865	2020/01/11 04:00	12.88	34	
4866	2020/01/11 03:00	12.85	34	
4867	2020/01/11 02:00	12.9	33.98	
4868	2020/01/11 01:00	13.14	34.06	
4869	2020/01/11 00:00	13.11	34.09	
4870	2020/01/10 23:00	13.1	34.05	
4871	2020/01/10 22:00	13	34.03	
4872	2020/01/10 21:00	13	34.07	
4873	2020/01/10 20:00	12.94	34	
4874	2020/01/10 19:00	12.91	34	
4875	2020/01/10 18:00	13	34.05	
4876	2020/01/10 17:00	13	34.08	
4877	2020/01/10 16:00	13	34.08	
4878	2020/01/10 15:00	13.16	34.07	
4879	2020/01/10 14:00	13.32	34.16	
4880	2020/01/10 13:00	13.25	34.13	
4881	2020/01/10 12:00	13.2	34.09	
4882	2020/01/10 11:00	13.12	34.09	
4883	2020/01/10 10:00	13	34.16	
4884	2020/01/10 09:00	12.9	33.99	
4885	2020/01/10 08:00	12.9	33.98	
4886	2020/01/10 07:00	12.9	33.98	
4887	2020/01/10 06:00	12.9	33.98	
4888	2020/01/10 05:00	12.9	33.98	
4889	2020/01/10 04:00	12.9	34.07	
4890	2020/01/10 03:00	12.99	34	
4891	2020/01/10 02:00	13	34.04	
4892	2020/01/10 01:00	13.12	34.08	
4893	2020/01/10 00:00	13.31	34.15	
4894	2020/01/09 23:00	13.39	34.11	
4895	2020/01/09 22:00	13.26	34.09	
4896	2020/01/09 21:00	13.12	34.07	
4897	2020/01/09 20:00	13.09	34.08	
4898	2020/01/09 19:00	13	34.08	
4899	2020/01/09 18:00	13	34.13	
4900	2020/01/09 17:00	13	34.05	
4901	2020/01/09 16:00	13	34.07	
4902	2020/01/09 15:00	13.16	34.04	
4903	2020/01/09 14:00	13.5	34.1	
4904	2020/01/09 13:00	13.6	34.11	
4905	2020/01/09 12:00	13.55	34.15	
4906	2020/01/09 11:00	13.49	34.12	
4907	2020/01/09 10:00	13.4	34.18	
4908	2020/01/09 09:00	13.26	34.07	
4909	2020/01/09 08:00	12.97	33.93	
4910	2020/01/09 07:00	12.9	33.98	
4911	2020/01/09 06:00	12.82	33.99	
4912	2020/01/09 05:00	12.9	33.98	
4913	2020/01/09 04:00	12.95	33.94	
4914	2020/01/09 03:00	13	33.93	
4915	2020/01/09 02:00	13	33.95	
4916	2020/01/09 01:00	13.1	33.97	
4917	2020/01/09 00:00	13.62	34.04	
4918	2020/01/08 23:00	13.98	34.14	
4919	2020/01/08 22:00	13.67	34.03	
4920	2020/01/08 21:00	13.36	34	
4921	2020/01/08 20:00	13.13	33.99	
4922	2020/01/08 19:00	13	33.96	
4923	2020/01/08 18:00	12.94	33.94	
4924	2020/01/08 17:00	12.9	33.98	
4925	2020/01/08 16:00	12.84	33.93	
4926	2020/01/08 15:00	12.92	33.94	
4927	2020/01/08 14:00	13.13	33.94	
4928	2020/01/08 13:00	13.8	33.95	
4929	2020/01/08 12:00	14.1	34.01	
4930	2020/01/08 11:00	14.02	34.05	
4931	2020/01/08 10:00	13.9	34.13	
4932	2020/01/08 09:00	13.81	34.13	
4933	2020/01/08 08:00	13.06	33.98	
4934	2020/01/08 07:00	12.62	33.9	
4935	2020/01/08 06:00	12.5	34.02	
4936	2020/01/08 05:00	12.37	34.03	
4937	2020/01/08 04:00	12.36	33.96	
4938	2020/01/08 03:00	12.25	33.93	
4939	2020/01/08 02:00	12.31	33.93	
4940	2020/01/08 01:00	13.3	33.87	
4941	2020/01/08 00:00	13.99	33.77	
4942	2020/01/07 23:00	14.28	33.74	
4943	2020/01/07 22:00	14.29	33.96	
4944	2020/01/07 21:00	14.08	33.92	
4945	2020/01/07 20:00	13.73	33.83	
4946	2020/01/07 19:00	13.22	33.68	
4947	2020/01/07 18:00	13.18	33.24	
4948	2020/01/07 17:00	13.09	32.53	
4949	2020/01/07 16:00	12.94	33.07	
4950	2020/01/07 15:00	13.14	34	
4951	2020/01/07 14:00	13.46	34	
4952	2020/01/07 13:00	13.69	34.02	
4953	2020/01/07 12:00	13.65	34.05	
4954	2020/01/07 11:00	13.49	34.01	
4955	2020/01/07 10:00	13.24	33.99	
4956	2020/01/07 09:00	13.1	34.08	
4957	2020/01/07 08:00	12.86	33.98	
4958	2020/01/07 07:00	12.4	34.01	
4959	2020/01/07 06:00	12.25	34.1	
4960	2020/01/07 05:00	12.16	34.06	
4961	2020/01/07 04:00	12.14	34.01	
4962	2020/01/07 03:00	12.28	34.14	
4963	2020/01/07 02:00	12.33	34.17	
4964	2020/01/07 01:00	12.41	34.14	
4965	2020/01/07 00:00	12.52	34.09	
4966	2020/01/06 23:00	12.69	34.16	
4967	2020/01/06 22:00	12.7	34.16	
4968	2020/01/06 21:00	12.7	34.16	
4969	2020/01/06 20:00	12.58	34.15	
4970	2020/01/06 19:00	12.42	34.14	
4971	2020/01/06 18:00	12.28	34.16	
4972	2020/01/06 17:00	12.14	34.2	
4973	2020/01/06 16:00	12.1	34.23	
4974	2020/01/06 15:00	12.21	34.2	
4975	2020/01/06 14:00	12.35	34.22	
4976	2020/01/06 13:00	12.51	34.24	
4977	2020/01/06 12:00	12.63	34.22	
4978	2020/01/06 11:00	12.6	34.25	
4979	2020/01/06 10:00	12.55	34.27	
4980	2020/01/06 09:00	12.4	34.23	
4981	2020/01/06 08:00	12.08	34.18	
4982	2020/01/06 07:00	11.94	34.16	
4983	2020/01/06 06:00	11.9	34.12	
4984	2020/01/06 05:00	11.86	34.16	
4985	2020/01/06 04:00	11.87	34.15	
4986	2020/01/06 03:00	11.98	34.17	
4987	2020/01/06 02:00	12.05	34.21	
4988	2020/01/06 01:00	12.16	34.19	
4989	2020/01/06 00:00	12.34	34.17	
4990	2020/01/05 23:00	12.49	34.14	
4991	2020/01/05 22:00	12.58	34.18	
4992	2020/01/05 21:00	12.55	34.2	
4993	2020/01/05 20:00	12.5	34.14	
4994	2020/01/05 19:00	12.38	34.17	
4995	2020/01/05 18:00	12.3	34.15	
4996	2020/01/05 17:00	12.22	34.13	
4997	2020/01/05 16:00	12.11	34.22	
4998	2020/01/05 15:00	12.1	34.23	
4999	2020/01/05 14:00	12.1	34.23	
5000	2020/01/05 13:00	12.17	34.21	
5001	2020/01/05 12:00	12.28	34.22	
5002	2020/01/05 11:00	12.3	34.24	
5003	2020/01/05 10:00	12.3	34.23	
5004	2020/01/05 09:00	12.19	34.21	
5005	2020/01/05 08:00	12.05	34.21	
5006	2020/01/05 07:00	11.92	34.14	
5007	2020/01/05 06:00	11.9	34.12	
5008	2020/01/05 05:00	11.88	34.14	
5009	2020/01/05 04:00	11.86	34.16	
5010	2020/01/05 03:00	11.89	34.15	
5011	2020/01/05 02:00	11.93	34.19	
5012	2020/01/05 01:00	12	34.18	
5013	2020/01/05 00:00	12.01	34.21	
5014	2020/01/04 23:00	12.09	34.22	
5015	2020/01/04 22:00	12.17	34.19	
5016	2020/01/04 21:00	12.25	34.18	
5017	2020/01/04 20:00	12.26	34.17	
5018	2020/01/04 19:00	12.2	34.14	
5019	2020/01/04 18:00	12.18	34.16	
5020	2020/01/04 17:00	12.1	34.23	
5021	2020/01/04 16:00	12.1	34.23	
5022	2020/01/04 15:00	12.1	34.23	
5023	2020/01/04 14:00	12.07	34.26	
5024	2020/01/04 13:00	12	34.22	
5025	2020/01/04 12:00	12	34.22	
5026	2020/01/04 11:00	12	34.22	
5027	2020/01/04 10:00	12	34.22	
5028	2020/01/04 09:00	12.09	34.24	
5029	2020/01/04 08:00	12.1	34.23	
5030	2020/01/04 07:00	12.1	34.23	
5031	2020/01/04 06:00	12.1	34.23	
5032	2020/01/04 05:00	12.1	34.23	
5033	2020/01/04 04:00	12.05	34.28	
5034	2020/01/04 03:00	12.1	34.23	
5035	2020/01/04 02:00	12.1	34.23	
5036	2020/01/04 01:00	12.16	34.21	
5037	2020/01/04 00:00	12.26	34.21	
5038	2020/01/03 23:00	12.32	34.22	
5039	2020/01/03 22:00	12.44	34.16	
5040	2020/01/03 21:00	12.52	34.22	
5041	2020/01/03 20:00	12.56	34.2	
5042	2020/01/03 19:00	12.57	34.19	
5043	2020/01/03 18:00	12.5	34.21	
5044	2020/01/03 17:00	12.45	34.14	
5045	2020/01/03 16:00	12.32	34.22	
5046	2020/01/03 15:00	12.3	34.24	
5047	2020/01/03 14:00	12.3	34.24	
5048	2020/01/03 13:00	12.24	34.24	
5049	2020/01/03 12:00	12.2	34.23	
5050	2020/01/03 11:00	12.2	34.23	
5051	2020/01/03 10:00	12.2	34.23	
5052	2020/01/03 09:00	12.2	34.23	
5053	2020/01/03 08:00	12.29	34.23	
5054	2020/01/03 07:00	12.34	34.2	
5055	2020/01/03 06:00	12.4	34.15	
5056	2020/01/03 05:00	12.4	34.15	
5057	2020/01/03 04:00	12.38	34.17	
5058	2020/01/03 03:00	12.3	34.24	
5059	2020/01/03 02:00	12.38	34.17	
5060	2020/01/03 01:00	12.4	34.21	
5061	2020/01/03 00:00	12.5	34.21	
5062	2020/01/02 23:00	12.53	34.28	
5063	2020/01/02 22:00	12.65	34.22	
5064	2020/01/02 21:00	12.77	34.25	
5065	2020/01/02 20:00	12.9	34.26	
5066	2020/01/02 19:00	12.9	34.27	
5067	2020/01/02 18:00	12.9	34.27	
5068	2020/01/02 17:00	12.84	34.25	
5069	2020/01/02 16:00	12.74	34.21	
5070	2020/01/02 15:00	12.57	34.22	
5071	2020/01/02 14:00	12.48	34.17	
5072	2020/01/02 13:00	12.4	34.18	
5073	2020/01/02 12:00	12.4	34.15	
5074	2020/01/02 11:00	12.4	34.15	
5075	2020/01/02 10:00	12.4	34.16	
5076	2020/01/02 09:00	12.49	34.18	
5077	2020/01/02 08:00	12.5	34.2	
5078	2020/01/02 07:00	12.56	34.25	
5079	2020/01/02 06:00	12.68	34.18	
5080	2020/01/02 05:00	12.7	34.16	
5081	2020/01/02 04:00	12.7	34.16	
5082	2020/01/02 03:00	12.7	34.16	
5083	2020/01/02 02:00	12.7	34.16	
5084	2020/01/02 01:00	12.6	34.25	
5085	2020/01/02 00:00	12.65	34.2	
5086	2020/01/01 23:00	12.7	34.16	
5087	2020/01/01 22:00	12.7	34.17	
5088	2020/01/01 21:00	12.71	34.25	
5089	2020/01/01 20:00	12.87	34.23	
5090	2020/01/01 19:00	13.01	34.26	
5091	2020/01/01 18:00	13.1	34.28	
5092	2020/01/01 17:00	13.01	34.27	
5093	2020/01/01 16:00	13	34.22	
5094	2020/01/01 15:00	12.9	34.23	
5095	2020/01/01 14:00	12.75	34.21	
5096	2020/01/01 13:00	12.7	34.16	
5097	2020/01/01 12:00	12.7	34.16	
5098	2020/01/01 11:00	12.62	34.23	
5099	2020/01/01 10:00	12.6	34.25	
5100	2020/01/01 09:00	12.6	34.25	
5101	2020/01/01 08:00	12.63	34.22	
5102	2020/01/01 07:00	12.66	34.19	
5103	2020/01/01 06:00	12.69	34.18	
5104	2020/01/01 05:00	12.82	34.22	
5105	2020/01/01 04:00	12.9	34.27	
5106	2020/01/01 03:00	12.9	34.25	
5107	2020/01/01 02:00	12.9	34.2	
5108	2020/01/01 01:00	12.89	34.18	
5109	2020/01/01 00:00	12.8	34.25	
